crawl,id,num_companies
iOS,202678,3
iOS,207155,4
iOS,207156,4
iOS,207167,4
iOS,207677,1
iOS,207698,2
iOS,236062,2
iOS,236903,6
iOS,236939,2
iOS,242556,1
iOS,245593,2
iOS,260273,1
iOS,262645,5
iOS,263166,2
iOS,265151,1
iOS,267274,5
iOS,275015,1
iOS,278299,3
iOS,284058,4
iOS,287534,3
iOS,291167,1
iOS,291172,1
iOS,304171,4
iOS,325925,6
iOS,327837,2
iOS,336157,1
iOS,345657,3
iOS,355944,2
iOS,360221,3
iOS,372542,3
iOS,377897,4
iOS,383135,2
iOS,389178,3
iOS,399985,2
iOS,411399,1
iOS,418789,2
iOS,427946,2
iOS,440441,2
iOS,451573,1
iOS,465091,5
iOS,501242,7
iOS,514650,2
iOS,518699,5
iOS,527534,1
iOS,549507,3
iOS,572841,2
iOS,583931,1
iOS,627334,1
iOS,630968,2
iOS,663363,2
iOS,663773,2
iOS,668398,1
iOS,674633,5
iOS,680334,3
iOS,687607,1
Android,295854,0
Android,514100,0
Android,446362,0
Android,545469,0
Android,949555,0
Android,949572,0
Android,949585,0
Android,98115,0
Android,148588,0
Android,946920,0
Android,33761,0
Android,391576,0
Android,1129315,0
Android,286673,0
Android,1142754,0
Android,37553,0
Android,61791,0
Android,432462,0
Android,965849,0
Android,869000,0
Android,1082033,0
Android,1462556,0
Android,776426,0
iOS,331701,0
iOS,416171,0
iOS,88447,0
iOS,437252,0
iOS,227347,0
iOS,451145,0
iOS,675989,0
iOS,626269,0
iOS,219307,0
iOS,635255,0
iOS,659209,0
iOS,485450,0
iOS,165003,0
iOS,206343,0
